Table 26,,,,,
Full-time Law Enforcement Employees,,,,,
"by State by City, 2016",,,,,
State,City,Population,"Total law
enforcement
employees","Total 
officers","Total 
civilians"
,Sansom Park Village,"4,892",14,13,1
,Santa Anna,"1,022",3,3,0
,Santa Fe,"13,172",26,21,5
,Schertz,"39,225",72,51,21
,Schulenburg,"2,941",9,8,1
,Seagoville,"16,085",29,20,9
,Seagraves,"2,836",7,5,2
,Sealy,"6,469",21,20,1
,Seguin,"28,319",78,56,22
,Selma,"10,027",31,28,3
,Seminole,"7,656",14,12,2
,Seven Points,"1,447",12,8,4
,Shamrock,"2,007",7,3,4
,Shavano Park,"3,631",17,16,1
,Shenandoah,"2,914",24,23,1
,Sherman,"41,139",83,61,22
,Shoreacres,"1,624",6,6,0
,Silsbee,"6,693",21,15,6
,Sinton,"5,756",12,11,1
,Smithville,"4,159",18,11,7
,Snyder,"11,882",23,20,3
,Socorro,"33,447",41,29,12
,Somerset,"1,814",3,3,0
,Sonora,"2,841",7,5,2
,Sour Lake,"1,765",8,7,1
,South Houston,"17,650",40,29,11
,Southlake,"30,644",69,62,7
,Southmayd,"1,019",3,3,0
,South Padre Island,"2,895",34,25,9
,Southside Place,"1,859",13,8,5
,Spearman,"3,378",4,4,0
,Springtown,"2,841",15,11,4
,Spring Valley,"4,289",24,19,5
,Spur,"1,183",2,2,0
,Stafford,"18,602",65,48,17
,Stagecoach,589,2,2,0
,Stamford,"2,944",7,6,1
,Stanton,"3,032",5,5,0
,Stephenville,"20,787",54,37,17
,Stratford,"2,085",3,3,0
,Sugar Land,"90,088",175,151,24
,Sullivan City,"4,223",12,8,4
,Sulphur Springs,"16,227",39,28,11
,Sunrise Beach Village,734,5,5,0
,Sunset Valley,708,14,13,1
,Sweeny,"3,780",8,8,0
,Sweetwater,"10,785",30,24,6
,Taft,"3,104",9,8,1
,Tahoka,"2,551",4,4,0
,Taylor,"16,979",36,25,11
,Teague,"3,575",8,8,0
,Temple,"73,411",178,144,34
,Terrell,"17,211",57,37,20
,Texarkana,"37,442",99,87,12
,Texas City,"48,095",82,61,21
,The Colony,"42,925",89,58,31
,Thorndale,"1,313",3,3,0
,Thrall,936,3,3,0
,Three Rivers,"1,996",11,10,1
,Tioga,874,2,2,0
,Tool,"2,274",11,7,4
,Trinity,"2,744",11,6,5
,Trophy Club,"12,645",20,16,4
,Troup,"1,986",9,8,1
,Troy,"1,883",6,6,0
,Tulia,"4,716",16,8,8
,Tye,"1,263",5,5,0
,Tyler,"105,044",238,190,48
,University Park,"25,103",53,39,14
,Uvalde,"16,619",54,38,16
,Valley Mills,"1,171",3,3,0
,Van,"2,695",8,8,0
,Van Alstyne,"3,406",14,9,5
,Venus,"3,366",10,9,1
,Vernon,"10,495",25,18,7
,Victoria,"68,603",142,107,35
,Vidor,"10,991",32,24,8
,Waco,"133,790",334,241,93
,Waelder,"1,115",4,4,0
,Wake Village,"5,466",8,7,1
,Waller,"2,559",11,10,1
,Wallis,"1,303",6,6,0
,Waxahachie,"34,152",76,59,17
,Weimar,"2,163",8,7,1
,Weslaco,"39,987",90,66,24
,West,"2,898",8,8,0
,West Columbia,"3,941",17,11,6
,West Lake Hills,"3,364",18,13,5
,West Orange,"3,459",11,9,2
,Westover Hills,729,13,9,4
,West Tawakoni,"1,654",6,3,3
,West University Place,"15,932",33,24,9
,Westworth,"2,687",20,15,5
,Wharton,"8,706",33,24,9
,Whitehouse,"8,286",15,15,0
,White Oak,"6,317",20,16,4
,Whitesboro,"3,931",13,8,5
,White Settlement,"17,267",42,31,11
,Whitewright,"1,638",5,5,0
,Whitney,"2,103",8,7,1
,Wichita Falls,"104,685",284,199,85
,Willis,"6,401",18,16,2
,Willow Park,"5,130",13,12,1
,Wills Point,"3,551",10,10,0
,Wilmer,"3,978",17,12,5
,Windcrest,"5,877",36,26,10
,Wink,"1,087",2,2,0
,Winnsboro,"3,354",14,9,5
,Winters,"2,563",5,5,0
,Wolfforth,"4,371",12,11,1
,Woodbranch,"1,396",4,2,2
,Woodville,"2,457",10,9,1
,Woodway,"8,836",43,31,12
,Wortham,"1,019",4,4,0
,Wylie,"47,772",66,61,5
,Yoakum,"6,059",19,12,7
UTAH,Alta,391,8,4,4
,American Fork/Cedar Hills,"39,028",42,35,7
,Big Water,465,1,1,0
,Blanding,"3,876",5,5,0
,Bluffdale,"11,765",8,8,0
,Bountiful,"44,003",53,36,17
,Brian Head,87,5,5,0
,Brigham City,"18,914",27,23,4
,Cedar City,"30,441",40,36,4
,Centerfield,"1,389",1,1,0
,Centerville,"17,204",23,18,5
,Clearfield,"30,783",42,31,11
,Clinton,"21,567",16,15,1
,Cottonwood Heights,"34,493",52,42,10
,Draper,"47,696",47,39,8
,East Carbon,"1,548",3,3,0
,Enoch,"6,348",8,4,4
,Ephraim,"7,009",5,5,0
,Fairview,"1,265",1,1,0
,Farmington,"23,505",20,17,3
,Garland,"2,449",3,3,0
,Grantsville,"10,253",15,13,2
,Harrisville,"6,347",10,9,1
,Heber,"14,954",24,19,5
,Helper,"2,094",6,5,1
,Hildale,"2,959",13,7,6
,Hurricane,"15,869",25,23,2
,Kanab,"4,406",7,6,1
,Kaysville,"31,055",29,26,3
,La Verkin,"4,220",4,4,0
,Layton,"75,482",107,75,32
,Lehi,"60,806",53,47,6
,Lindon,"10,958",17,15,2
,Logan,"50,767",84,55,29
,Lone Peak,"28,862",24,21,3
,Mantua,741,5,5,0
,Mapleton,"9,479",9,8,1
,Minersville,861,1,1,0
,Moab,"5,262",19,14,5
,Monticello,"2,085",3,3,0
,Mount Pleasant,"3,306",4,4,0
,Murray,"49,758",90,75,15
,Myton,653,1,1,0
,Naples,"2,320",6,5,1
,Nephi,"5,594",12,10,2
,North Ogden,"18,654",22,19,3
,North Park,"15,088",12,10,2
,North Salt Lake,"20,572",25,20,5
,Ogden,"85,930",156,128,28
,Orem,"95,640",116,85,31
,Park City,"8,231",46,31,15
,Parowan,"2,951",5,5,0
,Payson,"19,738",21,20,1
,Perry,"4,739",8,7,1
,Pleasant Grove,"38,984",35,27,8
,Pleasant View,"9,548",10,8,2
,Price,"8,310",20,17,3
,Provo,"115,739",149,103,46
,Richfield,"7,597",17,15,2
,Riverdale,"8,699",22,19,3
,Roosevelt,"7,179",11,10,1
,Roy,"38,167",44,38,6
,Salem,"7,696",11,10,1
,Salina,"2,527",4,4,0
,Salt Lake City,"193,918",542,435,107
,Sandy,"94,601",143,109,34
,Santa Clara/Ivins,"15,107",17,15,2
,Santaquin/Genola,"12,289",12,11,1
,Saratoga Springs,"27,211",41,31,10
,Smithfield,"11,015",12,11,1
,South Jordan,"70,226",58,50,8
,South Ogden,"17,026",24,20,4
,South Salt Lake,"25,022",68,57,11
,Spanish Fork,"38,529",37,32,5
,Springdale,561,5,5,0
,Springville,"32,825",35,25,10
,St. George,"81,755",155,107,48
,Stockton,644,1,1,0
,Sunset,"5,191",9,8,1
,Syracuse,"28,011",23,21,2
,Tooele,"33,448",49,38,11
,Tremonton,"8,333",12,10,2
,Vernal,"11,687",25,22,3
,Washington,"25,564",26,24,2
,Wellington,"1,607",2,2,0
,West Bountiful,"5,559",10,9,1
,West Jordan,"113,595",146,112,34
,West Valley,"137,558",231,191,40
,Willard,"1,789",2,2,0
,Woods Cross,"11,600",19,16,3
VERMONT,Barre,"8,687",27,19,8
,Barre Town,"7,791",7,6,1
,Bellows Falls,"3,030",11,10,1
,Bennington,"15,265",31,23,8
,Berlin,"2,802",8,7,1
,Bradford,"2,760",2,2,0
,Brandon,"3,801",8,7,1
,Brattleboro,"11,607",37,22,15
,Bristol,"3,955",3,3,0
,Burlington,"42,454",134,96,38
,Castleton,"4,572",5,5,0
,Chester,"3,069",5,4,1
,Colchester,"17,437",35,27,8
,Dover,"1,095",7,6,1
,Essex,"21,217",31,25,6
,Fair Haven,"2,614",4,4,0
,Hardwick,"2,925",8,7,1
,Hartford,"9,747",30,22,8
,Hinesburg,"4,508",5,5,0
,Killington,786,2,2,0
,Ludlow,"1,923",5,5,0
,Lyndonville,"1,187",3,3,0
,Manchester,"4,310",12,9,3
,Middlebury,"8,570",16,14,2
,Milton,"10,921",17,16,1
,Montpelier,"7,542",26,17,9
,Morristown,"5,452",11,11,0
,Newport,"4,415",14,12,2
,Northfield,"6,044",7,6,1
,Norwich,"3,369",5,4,1
,Pittsford,"2,858",1,1,0
,Randolph,"4,788",6,6,0
,Richmond,"4,134",6,6,0
,Royalton,"2,741",2,2,0
,Rutland,"15,698",46,34,12
,Rutland Town,"4,009",3,3,0
,Shelburne,"7,887",19,10,9
,South Burlington,"18,962",49,40,9
,Springfield,"9,132",21,16,5
,St. Albans,"6,799",28,22,6
,St. Johnsbury,"7,414",18,12,6
,Stowe,"4,474",11,11,0
,Swanton,"6,500",7,7,0
,Thetford,"2,603",2,2,0
,Waterbury,"5,120",2,2,0
,Weathersfield,"2,765",2,2,0
,Williston,"9,556",14,11,3
,Wilmington,"1,825",8,6,2
,Windsor,"3,447",10,10,0
,Winhall,753,7,6,1
,Winooski,"7,178",20,16,4
,Woodstock,"2,971",8,5,3
VIRGINIA,Abingdon,"8,105",28,25,3
,Alexandria,"155,319",409,317,92
,Altavista,"3,478",13,13,0
,Amherst,"2,206",4,4,0
,Appalachia,"1,655",5,5,0
,Ashland,"7,559",28,25,3
,Bedford,"6,556",25,23,2
,Berryville,"4,323",8,7,1
,Big Stone Gap,"5,378",14,13,1
,Blacksburg,"44,528",71,61,10
,Blackstone,"3,467",12,9,3
,Bloxom,384,1,1,0
,Bluefield,"5,247",22,17,5
,Boykins,539,2,2,0
,Bridgewater,"5,939",9,9,0
,Bristol,"16,908",72,52,20
,Broadway,"3,831",5,5,0
,Brookneal,"1,120",2,2,0
,Buena Vista,"6,576",17,16,1
,Burkeville,408,1,1,0
,Cape Charles,"1,019",3,3,0
,Cedar Bluff,"1,064",3,3,0
,Charlottesville,"46,979",157,124,33
,Chase City,"2,285",10,9,1
,Chatham,"1,482",3,3,0
,Chesapeake,"236,570",501,387,114
,Chilhowie,"1,733",6,6,0
,Chincoteague,"2,909",14,10,4
,Christiansburg,"22,134",65,59,6
,Clarksville,"1,199",8,7,1
,Clifton Forge,"3,713",12,10,2
,Clintwood,"1,309",4,4,0
,Coeburn,"1,982",8,8,0
,Colonial Beach,"3,589",11,10,1
,Colonial Heights,"17,814",56,52,4
,Covington,"5,570",27,17,10
,Crewe,"2,225",6,5,1
,Culpeper,"17,733",52,44,8
,Damascus,799,4,4,0
,Danville,"41,686",132,124,8
,Dayton,"1,598",7,6,1
,Dublin,"2,719",9,8,1
,Dumfries,"5,263",6,5,1
,Elkton,"2,826",7,6,1
,Emporia,"5,382",32,22,10
,Exmore,"1,443",6,6,0
,Fairfax City,"24,173",83,63,20
,Falls Church,"14,124",41,31,10
,Farmville,"8,159",28,26,2
,Franklin,"8,423",37,25,12
,Fredericksburg,"28,823",91,66,25
,Front Royal,"15,193",47,37,10
,Galax,"6,858",40,24,16
,Gate City,"1,937",5,5,0
,Glade Spring,"1,452",3,3,0
,Glen Lyn,116,1,1,0
,Gordonsville,"1,595",7,7,0
,Gretna,"1,243",3,3,0
,Grottoes,"2,776",6,6,0
,Grundy,970,6,6,0
,Halifax,"1,243",5,5,0
,Hampton,"135,504",393,271,122
,Harrisonburg,"52,972",113,95,18
,Haymarket,"2,019",7,6,1
,Haysi,470,2,2,0
,Herndon,"24,806",70,55,15
,Hillsville,"2,666",14,13,1
,Honaker,"1,382",4,3,1
,Hopewell,"22,204",80,61,19
,Hurt,"1,269",2,2,0
,Independence,923,2,2,0
,Jonesville,968,4,4,0
,Kenbridge,"1,220",5,5,0
,Kilmarnock,"1,428",5,5,0
,La Crosse,586,1,1,0
,Lawrenceville,"1,019",6,6,0
,Lebanon,"3,323",13,12,1
,Leesburg,"53,016",83,68,15
,Lexington,"7,264",19,17,2
,Louisa,"1,633",6,6,0
,Luray,"4,817",13,12,1
,Lynchburg,"80,215",198,172,26
,Manassas,"42,267",119,92,27
,Manassas Park,"15,912",43,34,9
,Marion,"5,956",22,20,2
,Martinsville,"13,553",51,46,5
,Middleburg,835,6,6,0
,Middletown,"1,324",3,3,0
,Mount Jackson,"2,051",5,5,0
,Narrows,"1,940",5,5,0
,New Market,"2,220",5,5,0
,Newport News,"181,676",547,410,137
,Norfolk,"245,734",811,718,93
,Norton,"3,911",25,17,8
,Occoquan,"1,042",1,1,0
,Onancock,"1,260",5,5,0
,Onley,516,5,5,0
,Orange,"4,992",16,14,2
,Parksley,840,3,3,0
,Pearisburg,"2,655",7,7,0
,Pembroke,"1,073",3,3,0
,Pennington Gap,"1,793",9,8,1
,Petersburg,"32,293",120,93,27
,Pocahontas,376,4,4,0
,Poquoson,"11,975",25,24,1
,Portsmouth,"95,813",312,231,81
,Pound,957,5,5,0
,Pulaski,"8,855",31,27,4
,Purcellville,"9,547",16,14,2
,Quantico,548,1,1,0
,Radford,"17,504",49,37,12
,Remington,634,1,1,0
,Rich Creek,744,1,1,0
,Richlands,"5,443",22,17,5
,Richmond,"222,430",802,680,122
,Roanoke,"99,978",292,245,47
,Rocky Mount,"4,803",23,21,2
,Salem,"25,396",85,62,23
,Saltville,"2,022",6,6,0
,Shenandoah,"2,334",6,5,1
,Smithfield,"8,418",25,21,4
,South Boston,"7,944",31,28,3
,South Hill,"4,503",18,16,2
,Stanley,"1,649",3,3,0
,Staunton,"24,399",62,46,16
,Stephens City,"1,962",3,3,0
,St. Paul,910,6,6,0
,Strasburg,"6,622",19,17,2
,Suffolk,"88,342",243,182,61
,Tangier,726,1,1,0
,Tappahannock,"2,387",10,9,1
,Tazewell,"4,378",17,15,2
,Timberville,"2,618",6,6,0
,Victoria,"1,668",4,4,0
,Vienna,"16,679",48,37,11
,Vinton,"8,266",25,23,2
,Virginia Beach,"453,017",951,779,172
,Warrenton,"9,953",26,24,2
,Warsaw,"1,492",4,4,0
,Waverly,"2,057",11,6,5
,Waynesboro,"21,464",53,42,11
,Weber City,"1,251",4,4,0
,West Point,"3,336",10,9,1
,Williamsburg,"15,256",40,37,3
,Winchester,"27,363",96,72,24
,Windsor,"2,681",6,6,0
,Wise,"3,093",13,12,1
,Woodstock,"5,277",18,16,2
,Wytheville,"8,097",39,29,10
WASHINGTON,Aberdeen,"16,155",48,35,13
,Airway Heights,"8,425",19,18,1
,Algona,"3,166",7,7,0
,Anacortes,"16,532",33,26,7
,Arlington,"19,142",28,23,5
,Asotin,"1,287",3,3,0
,Auburn,"78,400",128,108,20
,Bainbridge Island,"23,998",22,18,4
,Battle Ground,"19,734",26,22,4
,Bellevue,"142,238",215,175,40
,Bellingham,"86,005",174,113,61
,Black Diamond,"4,420",9,8,1
,Blaine,"5,130",13,11,2
,Bonney Lake,"20,449",32,27,5
,Bothell,"43,828",84,58,26
,Bremerton,"39,862",67,55,12
,Brewster,"2,350",6,5,1
,Brier,"6,753",8,7,1
,Buckley,"5,077",12,10,2
,Burien,"50,934",74,52,22
,Burlington,"8,680",32,27,5
,Camas,"22,350",29,26,3
,Carnation,"1,890",3,2,1
,Castle Rock,"2,197",6,5,1
,Centralia,"16,785",36,27,9
,Chehalis,"7,417",22,17,5
,Cheney,"11,703",21,15,6
,Chewelah,"2,607",6,5,1
,Clarkston,"7,330",15,14,1
,Cle Elum,"2,812",8,7,1
,Clyde Hill,"3,279",9,8,1
,Colfax,"2,883",6,6,0
,College Place,"9,114",13,10,3
,Colville,"4,728",12,10,2
,Connell,"5,747",6,6,0
,Cosmopolis,"1,583",6,5,1
,Coulee Dam,"1,092",3,3,0
,Covington,"19,529",24,18,6
,Des Moines,"31,523",43,32,11
,Dupont,"9,593",13,12,1
,Duvall,"7,876",13,12,1
,East Wenatchee,"13,746",24,21,3
,Eatonville,"2,930",5,4,1
,Edgewood,"9,918",9,8,1
,Edmonds,"41,705",63,54,9
,Ellensburg,"19,148",36,29,7
,Elma,"3,020",8,7,1
,Enumclaw,"11,709",30,17,13
,Ephrata,"8,116",18,15,3
,Everett,"108,988",226,187,39
,Everson,"4,128",7,6,1
,Federal Way,"96,338",159,130,29
,Ferndale,"13,338",22,19,3
,Fife,"10,134",40,30,10
,Fircrest,"6,728",8,8,0
,Forks,"3,787",12,5,7
,Gig Harbor,"9,124",18,16,2
,Goldendale,"3,439",8,7,1
,Grand Coulee,"2,064",7,7,0
,Grandview,"11,230",22,17,5
,Granger,"3,792",6,6,0
,Hoquiam,"8,342",24,23,1
,Issaquah,"37,308",61,33,28
,Kalama,"2,410",7,6,1
,Kelso,"11,897",31,27,4
,Kenmore,"22,340",18,14,4
,Kennewick,"79,837",106,91,15
,Kent,"128,604",188,139,49
,Kettle Falls,"1,596",4,3,1
,Kirkland,"88,627",130,94,36
,Kittitas,"1,439",3,3,0
,La Center,"3,159",10,8,2
,Lacey,"47,215",58,50,8
,Lake Forest Park,"13,369",23,19,4
,Lake Stevens,"31,440",33,27,6
,Lakewood,"60,153",112,96,16
,Langley,"1,085",4,4,0
,Liberty Lake,"9,187",12,11,1
,Long Beach,"1,359",7,6,1
,Longview,"36,854",69,58,11
,Lynden,"13,834",19,15,4
,Lynnwood,"37,217",102,70,32
,Mabton,"2,300",4,4,0
,Maple Valley,"26,304",24,19,5
,Marysville,"68,172",88,64,24
,Mattawa,"4,568",4,4,0
,McCleary,"1,612",3,3,0
,Medina,"3,278",9,8,1
,Mercer Island,"25,527",35,31,4
,Mill Creek,"20,419",27,22,5
,Milton,"7,785",14,13,1
,Monroe,"18,247",43,33,10
,Montesano,"3,875",9,8,1
,Morton,"1,129",3,3,0
,Moses Lake,"22,372",40,32,8
,Mountlake Terrace,"21,212",33,26,7
,Mount Vernon,"34,521",54,42,12
,Moxee,"3,911",5,5,0
,Mukilteo,"21,416",31,26,5
,Napavine,"1,794",2,2,0
,Newcastle,"11,576",12,9,3
,Normandy Park,"6,733",7,6,1
,Oak Harbor,"22,795",36,24,12
,Ocean Shores,"5,721",13,12,1
,Odessa,864,2,2,0
,Olympia,"50,972",95,67,28
,Omak,"4,854",13,11,2
,Oroville,"1,674",6,5,1
,Orting,"7,594",11,11,0
,Othello,"7,893",21,14,7
,Pacific,"7,228",14,12,2
,Palouse,"1,027",3,3,0
,Pasco,"71,077",83,71,12
,Pe Ell,634,1,1,0
,Port Angeles,"19,525",58,31,27
,Port Orchard,"13,897",25,23,2
,Port Townsend,"9,378",15,13,2
,Poulsbo,"10,199",20,17,3
,Prosser,"5,895",14,13,1
,Pullman,"33,456",40,29,11
,Puyallup,"40,167",77,56,21
,Quincy,"7,482",25,17,8
,Raymond,"2,804",7,6,1
,Reardan,551,1,1,0
,Redmond,"61,893",123,79,44
,Renton,"101,908",146,117,29
,Republic,"1,072",2,2,0
,Richland,"55,475",76,62,14
,Ridgefield,"6,852",10,9,1
,Ritzville,"1,663",4,4,0
,Roy,809,2,2,0
,Royal City,"2,234",3,3,0
,Ruston,808,3,3,0
,Sammamish,"53,387",40,32,8
,SeaTac,"28,466",60,43,17
,Seattle,"700,313","1,946","1,384",562
,Sedro Woolley,"10,860",20,17,3
,Selah,"7,753",18,15,3
,Sequim,"6,868",22,19,3
,Shelton,"9,830",20,18,2
,Shoreline,"55,905",73,53,20
,Snohomish,"9,773",20,18,2
,Snoqualmie,"13,713",25,21,4
,Soap Lake,"1,586",5,4,1
,South Bend,"1,609",5,4,1
,Spokane,"214,028",400,307,93
,Spokane Valley,"95,923",102,101,1
,Springdale,273,1,1,0
,Stanwood,"6,888",13,11,2
,Steilacoom,"6,257",10,9,1
,Sumas,"1,386",7,6,1
,Sumner,"9,753",23,19,4
,Sunnyside,"16,387",51,28,23
,Tacoma,"209,914",371,336,35
,Tenino,"1,761",3,2,1
,Tieton,"1,264",3,2,1
,Toledo,727,5,4,1
,Tonasket,"1,012",5,4,1
,Toppenish,"8,997",22,13,9
,Tukwila,"20,195",94,77,17
,Tumwater,"19,569",33,28,5
,Twisp,946,2,2,0
,Union Gap,"6,031",19,16,3
,University Place,"33,196",16,15,1
,Vancouver,"174,912",235,193,42
,Walla Walla,"32,326",71,46,25
,Wapato,"5,067",18,15,3
,Warden,"2,743",5,4,1
,Washougal,"15,527",25,20,5
,Wenatchee,"33,920",47,38,9
,Westport,"2,011",8,7,1
,West Richland,"14,127",21,18,3
,White Salmon,"2,364",7,6,1
,Winthrop,425,2,1,1
,Woodinville,"11,953",19,15,4
,Woodland,"5,902",12,10,2
,Yakima,"94,111",183,140,43
,Yelm,"8,780",14,12,2
,Zillah,"3,157",8,7,1
WEST VIRGINIA,Alderson,"1,181",3,3,0
,Anmoore,753,2,2,0
,Ansted,"1,394",3,2,1
,Athens,933,1,1,0
,Barboursville,"4,091",22,20,2
,Barrackville,"1,324",3,2,1
,Beckley,"16,940",73,54,19
,Belington,"1,935",3,3,0
,Belle,"1,202",4,4,0
,Benwood,"1,350",6,6,0
,Berkeley Springs,606,2,2,0
,Bethlehem,"2,410",4,4,0
,Bluefield,"10,298",36,28,8
,Bradshaw,302,1,1,0
,Bramwell,362,2,2,0
,Bridgeport,"8,402",33,29,4
,Buckhannon,"5,662",11,10,1
,Burnsville,496,2,2,0
,Cameron,895,3,3,0
,Capon Bridge,363,3,2,1
,Cedar Grove,943,2,2,0
,Ceredo,"1,377",9,5,4
,Chapmanville,"1,199",3,3,0
,Charleston,"49,429",187,163,24
,Charles Town,"6,030",16,14,2
,Chesapeake,"1,492",3,3,0
,Chester,"2,481",6,5,1
,Clarksburg,"16,067",45,41,4
,Clendenin,"1,179",3,3,0
,Danville,648,1,1,0
,Davy,378,1,1,0
,Delbarton,533,3,3,0
,Dunbar,"7,612",16,15,1
,Eleanor,"1,599",2,2,0
,Elkins,"7,235",12,11,1
,Fairmont,"18,733",40,34,6
,Fairview,415,1,1,0
,Farmington,377,2,1,1
,Fayetteville,"2,885",10,9,1
,Follansbee,"2,870",7,7,0
,Fort Gay,678,3,3,0
,Gary,874,2,2,0
,Gassaway,901,1,1,0
,Gauley Bridge,591,3,1,2
,Gilbert,419,2,2,0
,Glasgow,872,3,3,0
,Glen Dale,"1,452",11,6,5
,Glenville,"1,542",4,3,1
,Grafton,"5,145",7,6,1
,Grantsville,546,3,3,0
,Grant Town,619,1,1,0
,Granville,"3,362",13,13,0
,Hamlin,"1,120",2,2,0
,Handley,339,1,1,0
,Harpers Ferry/Bolivar,"1,361",3,2,1
,Harrisville,"1,757",1,1,0
,Hinton,"2,500",6,5,1
,Huntington,"48,540",116,105,11
,Hurricane,"6,534",18,16,2
,Iaeger,270,1,1,0
,Kenova,"3,058",13,8,5
,Kermit,377,1,1,0
,Keyser,"5,212",14,9,5
,Kimball,175,1,1,0
,Kingwood,"2,963",2,2,0
,Lewisburg,"3,971",14,12,2
,Logan,"1,625",9,8,1
,Lumberport,861,2,2,0
,Mabscott,"1,365",3,3,0
,Madison,"2,900",6,6,0
,Man,694,3,3,0
,Mannington,"2,079",4,4,0
,Marmet,"1,440",7,7,0
,Martinsburg,"17,789",51,44,7
,Mason,937,3,3,0
,Matewan,461,1,1,0
,Matoaka,219,1,1,0
,McMechen,"1,826",3,3,0
,Milton,"2,683",8,7,1
,Monongah,"1,100",1,1,0
,Montgomery,"1,588",4,3,1
,Moorefield,"2,467",9,8,1
,Morgantown,"31,109",76,65,11
,Moundsville,"8,644",20,16,4
,Mount Hope,"1,371",5,4,1
,Mullens,"1,445",4,4,0
,New Cumberland,"1,055",2,2,0
,New Haven,"1,527",4,3,1
,New Martinsville,"5,190",15,11,4
,Nitro,"6,729",17,16,1
,Nutter Fort,"1,570",6,6,0
,Oak Hill,"8,104",19,15,4
,Oceana,"1,285",4,4,0
,Paden City,"2,483",5,4,1
,Parkersburg,"30,913",76,68,8
,Parsons,"1,424",1,1,0
,Paw Paw,490,2,1,1
,Pennsboro,"1,068",1,1,0
,Petersburg,"2,543",2,2,0
,Philippi,"3,320",6,6,0
,Piedmont,829,1,1,0
,Pineville,621,3,3,0
,Point Pleasant,"4,262",10,9,1
,Pratt,583,1,1,0
,Princeton,"6,017",23,21,2
,Rainelle,"1,480",5,4,1
,Ranson,"5,053",13,12,1
,Ravenswood,"3,837",12,11,1
,Rhodell,169,2,1,1
,Richwood,"1,966",2,2,0
,Ridgeley,637,2,1,1
,Ripley,"3,255",10,9,1
,Rivesville,946,1,1,0
,Romney,"1,759",4,3,1
,Ronceverte,"1,749",6,6,0
,Salem,"1,544",3,3,0
,Shepherdstown,"2,064",6,5,1
,Shinnston,"2,164",7,7,0
,Sistersville,"1,361",4,4,0
,Smithers,786,3,2,1
,Sophia,"1,313",4,4,0
,South Charleston,"12,957",45,42,3
,Spencer,"2,175",6,6,0
,St. Albans,"10,635",25,23,2
,Star City,"2,054",7,7,0
,St. Marys,"1,859",4,4,0
,Stonewood,"1,758",3,3,0
,Summersville,"3,459",17,16,1
,Sutton,982,1,1,0
,Sylvester,152,1,1,0
,Terra Alta,"1,496",2,2,0
,Triadelphia,766,1,1,0
,Vienna,"10,537",20,17,3
,War,760,2,2,0
,Wayne,"1,373",2,2,0
,Webster Springs,725,5,4,1
,Weirton,"19,067",42,38,4
,Welch,"1,899",7,6,1
,Wellsburg,"2,685",8,7,1
,West Logan,395,1,1,0
,West Milford,616,2,2,0
,Weston,"4,078",7,5,2
,Westover,"4,267",7,7,0
,Wheeling,"27,486",77,68,9
,White Hall,665,4,4,0
,White Sulphur Springs,"2,438",8,7,1
,Whitesville,469,2,2,0
,Williamson,"2,968",10,8,2
,Williamstown,"2,977",8,7,1
,Winfield,"2,364",6,6,0
WISCONSIN,Adams,"1,879",5,5,0
,Albany,"1,018",3,3,0
,Algoma,"3,079",4,4,0
,Alma,742,1,1,0
,Altoona,"7,446",14,13,1
,Amery,"2,816",6,6,0
,Antigo,"7,801",18,15,3
,Appleton,"74,439",137,110,27
,Arcadia,"3,004",4,4,0
,Ashland,"8,005",20,19,1
,Ashwaubenon,"17,219",60,54,6
,Athens,"1,094",1,1,0
,Balsam Lake,988,1,1,0
,Bangor,"1,498",3,3,0
,Baraboo,"12,174",34,28,6
,Barneveld,"1,233",1,1,0
,Barron,"3,303",6,6,0
,Bayfield,478,3,3,0
,Bayside,"4,417",14,13,1
,Beaver Dam,"16,640",35,31,4
,Belleville,"2,433",6,5,1
,Beloit,"36,878",77,65,12
,Beloit Town,"7,672",12,10,2
,Berlin,"5,400",13,12,1
,Big Bend,"1,318",3,3,0
,Black River Falls,"3,557",10,9,1
,Blair,"1,348",3,3,0
,Blanchardville,817,1,1,0
,Bloomer,"3,515",7,6,1
,Bloomfield,"6,253",6,6,0
,Blue Mounds,955,2,1,1
,Boscobel,"3,181",6,6,0
,Boyceville,"1,106",1,1,0
,Brandon-Fairwater,"1,221",2,1,1
,Brillion,"3,138",8,8,0
,Brodhead,"3,291",12,8,4
,Brookfield,"38,043",88,70,18
,Brookfield Township,"6,093",11,11,0
,Brown Deer,"12,101",35,32,3
,Burlington,"10,669",26,20,6
,Butler,"1,822",8,7,1
,Caledonia,"24,681",35,32,3
,Campbellsport,"1,970",2,2,0
,Campbell Township,"4,419",4,4,0
,Cashton,"1,095",4,2,2
,Cedarburg,"11,488",28,20,8
,Chenequa,606,9,8,1
,Chetek,"2,185",6,5,1
,Chilton,"3,886",6,6,0
,Chippewa Falls,"14,109",26,23,3
,Cleveland,"1,464",3,2,1
,Clinton,"2,138",5,5,0
,Clintonville,"4,434",15,11,4
,Colby-Abbotsford,"4,078",7,6,1
,Colfax,"1,161",2,2,0
,Columbus,"4,996",12,10,2
,Cornell,"1,435",2,2,0
,Cottage Grove,"6,954",12,11,1
,Crandon,"1,852",4,3,1
,Cross Plains,"4,072",6,5,1
,Cuba City,"2,049",5,4,1
,Cudahy,"18,338",40,31,9
,Cumberland,"2,142",5,5,0
